grid	density_relative_l2	rank_minimum	rank_maximum	condition_maximum	retained_margin_minimum	adjacent_subspace_angle_maximum_degrees	reference_energy_p2p_mev_per_atom	selected_energy_p2p_mev_per_atom	excess_energy_p2p_mev_per_atom	reference_pseudoforce_ev_per_angstrom	selected_pseudoforce_ev_per_angstrom	excess_pseudoforce_ev_per_angstrom
128	0.004679305915268718	2171	2173	9118722278.18303	1.096644869196803	89.08008701252491	0.00024278867627458567	0.00032297092467103994	0.00016726165519287406	7.175936473898941e-06	1.148031731761276e-05	7.03710925643764e-06
144	0.004679408902751928	2171	2173	6211375.048453721	1609.9494752759183	88.17504462106568	0.004220854962433407	0.004269454545458018	0.008490309507891425	0.00017904307217407787	0.0001529524609193725	0.00033178460434549515
