phase_fraction	translation_angstrom	reference_total_ev_per_atom	selected_total_ev_per_atom	selected_pseudoforce_ev_per_angstrom
0.0	0.0	6.834300016814855	6.840041821875104	2.3482746780045676e-05
0.125	0.015820312506965778	6.834283385077884	6.839987578485439	0.005864353168301519
0.25	0.031640625013931556	6.834239681577513	6.839856270075557	0.008360314927332283
0.375	0.047460937520897334	6.834198961977268	6.839723052895825	0.0059672461672371615
0.5	0.06328125002786311	6.834182935579528	6.839667462677213	2.3812461037881668e-05
0.625	0.07910156253482889	6.834199469467908	6.839723806336975	0.006000466815593984
0.75	0.09492187504179467	6.83424039858816	6.839857321197634	0.008359985213074447
0.875	0.11074218754876045	6.834283868361017	6.839988321494224	0.005831132519944696
