candidate	grid	density_relative_l2	total_with_fixed_wt_mev_per_atom	reference_energy_p2p_mev_per_atom	selected_energy_p2p_mev_per_atom	excess_energy_p2p_mev_per_atom	reference_pseudoforce_ev_per_angstrom	selected_pseudoforce_ev_per_angstrom	excess_pseudoforce_ev_per_angstrom
joint_svd_drop1	128	0.004545994170598071	6.902983947607363	0.00024278867627458567	0.00016923916579258957	0.00014932994751859496	7.175936473898941e-06	7.146361278176458e-06	9.217155854175907e-06
joint_svd_drop1	144	0.0047778710536391725	7.256893352973748	0.004220854962433407	0.00792209200195515	0.012142946964388557	0.00017904307217407787	0.0002873377950939703	0.00046599408283525917
joint_svd_drop2	128	0.004548105570790375	6.885909217205439	0.00024278867627458567	0.0001633040938031627	0.00014773133916179404	7.175936473898941e-06	7.148378934158416e-06	8.983254027976272e-06
joint_svd_drop2	144	0.004761387583973508	7.21892114334558	0.004220854962433407	0.007672620371934613	0.01189347533436802	0.00017904307217407787	0.0002777723603237151	0.000456428648065004
