source_experiment_id	audit_experiment_id	scope	material	series_id	solver	volume_ratio	density_format	density_path	density_sha256	expected_electrons	integrated_electrons	relative_error	certified_relative_error	accepted	delta_energy_mev_per_atom	delta_pressure_gpa	scientific_equivalence_accepted	evidence_revision	kmp_contract_accepted	kmp_rank_lifecycle_count	kmp_successful_syscall_count	point_accepted
S1-20260805-080		primary_baseline	al	ksdft_next_cutoff	ksdft	0.9700000000000003	abacus_reciprocal_restart_little_endian	runs/S1-20260805-080/OUT.s1_al_v097_ksdft_next_cutoff/s1_al_v097_ksdft_next_cutoff-CHARGE-DENSITY.restart	a60884545a28931e9e2522012b98c54988759ccc5ddba39077a93a2ea0ced85b	3.0	3.0000000000129683	4.3227475254114195e-12	4.3227475254114195e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-081		primary_baseline	al	ksdft_next_cutoff	ksdft	1.0	abacus_reciprocal_restart_little_endian	runs/S1-20260805-081/OUT.s1_al_v100_ksdft_next_cutoff/s1_al_v100_ksdft_next_cutoff-CHARGE-DENSITY.restart	645ce26f2cca7f16dcfc9aa08858f03153f4d6161377bf021164c20647a80545	3.0	2.9999999999943556	1.8814343657778547e-12	1.8814343657778547e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-082		primary_baseline	al	ksdft_next_cutoff	ksdft	1.03	abacus_reciprocal_restart_little_endian	runs/S1-20260805-082/OUT.s1_al_v103_ksdft_next_cutoff/s1_al_v103_ksdft_next_cutoff-CHARGE-DENSITY.restart	c3bd5aa2ce517f876eab39691227797e55e05054855eec8a28e065fd22b069f1	3.0	3.0000000000210387	7.012942286070634e-12	7.012942286070634e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-083		primary_baseline	al	ksdft_next_cutoff	ksdft	1.06	abacus_reciprocal_restart_little_endian	runs/S1-20260805-083/OUT.s1_al_v106_ksdft_next_cutoff/s1_al_v106_ksdft_next_cutoff-CHARGE-DENSITY.restart	b642e1e37322f3a5d4e2b4736e671fab6d174efd9b79a6449ae3b3351a372406	3.0	2.999999999999659	1.1375587233162778e-13	1.1375587233162778e-13	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-084		primary_baseline	al	ksdft_next_cutoff	ksdft	1.1000000000000005	abacus_reciprocal_restart_little_endian	runs/S1-20260805-084/OUT.s1_al_v110_ksdft_next_cutoff/s1_al_v110_ksdft_next_cutoff-CHARGE-DENSITY.restart	bc7d14f5b062285a99775783ed4a16c7e09bb341ca52917ff5d0afeecacbc2b7	3.0	2.9999999999899343	3.355186959005912e-12	3.355186959005912e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-085		primary_baseline	al	ksdft_next_kmesh	ksdft	0.9	abacus_reciprocal_restart_little_endian	runs/S1-20260805-085/OUT.s1_al_v090_ksdft_next_kmesh/s1_al_v090_ksdft_next_kmesh-CHARGE-DENSITY.restart	8f0a805424bff85cda80a14332fe85cb47dee707e853666122e97526d9e283ce	3.0	3.0000000000289893	9.663094353158925e-12	9.663094353158925e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-086		primary_baseline	al	ksdft_next_kmesh	ksdft	0.9400000000000002	abacus_reciprocal_restart_little_endian	runs/S1-20260805-086/OUT.s1_al_v094_ksdft_next_kmesh/s1_al_v094_ksdft_next_kmesh-CHARGE-DENSITY.restart	d59df629bc8c3b53ddd67dd92c95885eb68a33eb8015b591184c1d273f41d398	3.0	3.000000000002678	8.925572498748978e-13	8.925572498748978e-13	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-087		primary_baseline	al	ksdft_next_kmesh	ksdft	0.9700000000000003	abacus_reciprocal_restart_little_endian	runs/S1-20260805-087/OUT.s1_al_v097_ksdft_next_kmesh/s1_al_v097_ksdft_next_kmesh-CHARGE-DENSITY.restart	a465479404bcbfcab73aa9543acb649e33cf9deb30d4ed37957dbfc631c8465e	3.0	3.000000000018663	6.220903219546184e-12	6.220903219546184e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-088		primary_baseline	al	ksdft_next_kmesh	ksdft	1.0	abacus_reciprocal_restart_little_endian	runs/S1-20260805-088/OUT.s1_al_v100_ksdft_next_kmesh/s1_al_v100_ksdft_next_kmesh-CHARGE-DENSITY.restart	d0961169d5eea44f3b5bc54844de1ea8edb26961d3751b66aba92ed6df9d9993	3.0	3.0000000000042117	1.4039363008447474e-12	1.4039363008447474e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-089		primary_baseline	al	ksdft_next_kmesh	ksdft	1.03	abacus_reciprocal_restart_little_endian	runs/S1-20260805-089/OUT.s1_al_v103_ksdft_next_kmesh/s1_al_v103_ksdft_next_kmesh-CHARGE-DENSITY.restart	9b77973d2302b708652f2a49a9e4316ffa8c4613ac40780810d15341323f4966	3.0	3.000000000010605	3.534893728517999e-12	3.534893728517999e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-090		primary_baseline	al	ksdft_next_kmesh	ksdft	1.06	abacus_reciprocal_restart_little_endian	runs/S1-20260805-090/OUT.s1_al_v106_ksdft_next_kmesh/s1_al_v106_ksdft_next_kmesh-CHARGE-DENSITY.restart	2042c36777fd02a8eba8477c08cfd39574efbb1ded071de235220c36e326c5fe	3.0	3.0000000000181677	6.0558949465725254e-12	6.0558949465725254e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-091		primary_baseline	al	ksdft_next_kmesh	ksdft	1.1000000000000005	abacus_reciprocal_restart_little_endian	runs/S1-20260805-091/OUT.s1_al_v110_ksdft_next_kmesh/s1_al_v110_ksdft_next_kmesh-CHARGE-DENSITY.restart	921e8468e0fc9189631a06774996c067fe3997a5aca22f8d52775dfc294b7034	3.0	3.0000000000110587	3.6862872811395095e-12	3.6862872811395095e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-092	S1-20260805-142	primary_baseline	mg	ofdft_next_cutoff	ofdft	0.9	abacus_cube_text_bohr_minus_3	runs/S1-20260805-142/OUT.g1_ne_142_from_092/chg.cube	46d88be8aec6b7a8a556fe5326b442f68d17fb91a7f413ef6b89c690027be7e0	4.0	4.0	1.10947298381475e-16	1.1423159995968977e-16	True	0.0	0.0	True	r2_executed_ofdft	True	4	12	True
S1-20260805-093	S1-20260805-143	primary_baseline	mg	ofdft_next_cutoff	ofdft	0.9400000000000002	abacus_cube_text_bohr_minus_3	runs/S1-20260805-143/OUT.g1_ne_143_from_093/chg.cube	8c9e4ec8488973f842207b3be1cda599c28f1f60ab08e792b38c882f293dd772	4.0	4.0	8.812027598169062e-17	9.154881885812765e-17	True	0.0	0.0	True	r2_executed_ofdft	True	4	12	True
S1-20260805-094	S1-20260805-144	primary_baseline	mg	ofdft_next_cutoff	ofdft	0.9700000000000002	abacus_cube_text_bohr_minus_3	runs/S1-20260805-144/OUT.g1_ne_144_from_094/chg.cube	59035aa726ff8d09b6661976250e51024cbf5cac63451ea2525c5b542e9aff1a	4.0	3.999999999999999	2.7547671072782703e-16	2.790180891265063e-16	True	0.0	0.0	True	r2_executed_ofdft	True	4	12	True
S1-20260805-095	S1-20260805-145	primary_baseline	mg	ofdft_next_cutoff	ofdft	1.0	abacus_cube_text_bohr_minus_3	runs/S1-20260805-145/OUT.g1_ne_145_from_095/chg.cube	1240068bbf414a238da4c9a414751a2f0cdd865cd0220108f8f55ef849bd89bd	4.0	3.9999999999999987	3.188387649149464e-16	3.224824716488307e-16	True	0.0	0.0	True	r2_executed_ofdft	True	4	12	True
S1-20260805-096	S1-20260805-146	primary_baseline	mg	ofdft_next_cutoff	ofdft	1.03	abacus_cube_text_bohr_minus_3	runs/S1-20260805-146/OUT.g1_ne_146_from_096/chg.cube	0b99cb9f705c923db9c934f7f30d3f1e53780a7f87f409ac7f749d41d29377a7	4.0	4.000000000000001	2.311898871141021e-16	2.348941192415353e-16	True	0.0	0.0	True	r2_executed_ofdft	True	4	12	True
S1-20260805-097	S1-20260805-147	primary_baseline	mg	ofdft_next_cutoff	ofdft	1.06	abacus_cube_text_bohr_minus_3	runs/S1-20260805-147/OUT.g1_ne_147_from_097/chg.cube	b729d1ff840f3993b0cf347eb7ebe55495ad5fdc7f5a05887974dbce5e45ba4b	4.0	4.000000000000001	2.6847349636906126e-16	2.7222337567704766e-16	True	0.0	0.0	True	r2_executed_ofdft	True	4	12	True
S1-20260805-098	S1-20260805-148	primary_baseline	mg	ofdft_next_cutoff	ofdft	1.1000000000000003	abacus_cube_text_bohr_minus_3	runs/S1-20260805-148/OUT.g1_ne_148_from_098/chg.cube	c424f204ebee27463356dc00f66efbed857bc8ba4b3f953cc6b6108c94ea4661	4.0	4.0	9.660048947012598e-17	1.0038173623678117e-16	True	0.0	0.0	True	r2_executed_ofdft	True	4	12	True
S1-20260805-099		primary_baseline	mg	ksdft_next_cutoff	ksdft	0.9	abacus_reciprocal_restart_little_endian	runs/S1-20260805-099/OUT.s1_mg_v090_ksdft_next_cutoff/s1_mg_v090_ksdft_next_cutoff-CHARGE-DENSITY.restart	010b27a4bce755957f1d9031fe356de5303d0cfe5a8617782e177a45cb87a2da	4.0	3.999999999994542	1.3644499142770367e-12	1.3644499142770367e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-100		primary_baseline	mg	ksdft_next_cutoff	ksdft	0.9400000000000002	abacus_reciprocal_restart_little_endian	runs/S1-20260805-100/OUT.s1_mg_v094_ksdft_next_cutoff/s1_mg_v094_ksdft_next_cutoff-CHARGE-DENSITY.restart	2349ee98b1ac12bbafc0be2a89b922fe1cc5831ec155fd2e05feb17740e60288	4.0	3.999999999986713	3.321777747988712e-12	3.321777747988712e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-101		primary_baseline	mg	ksdft_next_cutoff	ksdft	0.9700000000000002	abacus_reciprocal_restart_little_endian	runs/S1-20260805-101/OUT.s1_mg_v097_ksdft_next_cutoff/s1_mg_v097_ksdft_next_cutoff-CHARGE-DENSITY.restart	ba33f49b6e417338fb71d0e2189e3f9916a43a0ee2ed53cd069869fc0fc7011a	4.0	3.9999999999959956	1.00114256653981e-12	1.00114256653981e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-102		primary_baseline	mg	ksdft_next_cutoff	ksdft	1.0	abacus_reciprocal_restart_little_endian	runs/S1-20260805-102/OUT.s1_mg_v100_ksdft_next_cutoff/s1_mg_v100_ksdft_next_cutoff-CHARGE-DENSITY.restart	979c345174c637f4b26a00820858559d172161d086ddbbebdc023dd261f0c39c	4.0	4.000000000013845	3.461144468738482e-12	3.461144468738482e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-103		primary_baseline	mg	ksdft_next_cutoff	ksdft	1.03	abacus_reciprocal_restart_little_endian	runs/S1-20260805-103/OUT.s1_mg_v103_ksdft_next_cutoff/s1_mg_v103_ksdft_next_cutoff-CHARGE-DENSITY.restart	fde3126e1786b2731770628dd7f9ec1a97e622c6256b89fa92d90186c1f77329	4.0	4.000000000000467	1.1670273876433096e-13	1.1670273876433096e-13	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-104		primary_baseline	mg	ksdft_next_cutoff	ksdft	1.06	abacus_reciprocal_restart_little_endian	runs/S1-20260805-104/OUT.s1_mg_v106_ksdft_next_cutoff/s1_mg_v106_ksdft_next_cutoff-CHARGE-DENSITY.restart	39d4680d0d986427d78dc78809b2d6faa6e073a033622a6ec1274dab894f516f	4.0	4.000000000001425	3.5618474594596835e-13	3.5618474594596835e-13	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-105		primary_baseline	mg	ksdft_next_cutoff	ksdft	1.1000000000000003	abacus_reciprocal_restart_little_endian	runs/S1-20260805-105/OUT.s1_mg_v110_ksdft_next_cutoff/s1_mg_v110_ksdft_next_cutoff-CHARGE-DENSITY.restart	0285de4cbdc0458f57d7c87de5372d0d8872dcd7c7cb47806a695acc260ca38e	4.0	3.9999999999908953	2.276138978030828e-12	2.276138978030828e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-106		primary_baseline	mg	ksdft_next_kmesh	ksdft	0.9	abacus_reciprocal_restart_little_endian	runs/S1-20260805-106/OUT.s1_mg_v090_ksdft_next_kmesh/s1_mg_v090_ksdft_next_kmesh-CHARGE-DENSITY.restart	761df98f9c51746855567aa83867aef9189234d0598ca8583e14a4b69f911b56	4.0	3.9999999999981024	4.743750858961752e-13	4.743750858961752e-13	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-107		primary_baseline	mg	ksdft_next_kmesh	ksdft	0.9400000000000002	abacus_reciprocal_restart_little_endian	runs/S1-20260805-107/OUT.s1_mg_v094_ksdft_next_kmesh/s1_mg_v094_ksdft_next_kmesh-CHARGE-DENSITY.restart	272b94455f58afe127e969231b9ce52878eb5b175019da04d6bd9280431b3229	4.0	3.9999999999962657	9.336293076478116e-13	9.336293076478116e-13	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-108		primary_baseline	mg	ksdft_next_kmesh	ksdft	0.9700000000000002	abacus_reciprocal_restart_little_endian	runs/S1-20260805-108/OUT.s1_mg_v097_ksdft_next_kmesh/s1_mg_v097_ksdft_next_kmesh-CHARGE-DENSITY.restart	5ecc1d375b30d3741aa2bea0a0a320d0594bbf182a940c99098e5f195239305c	4.0	4.000000000020631	5.157661034813221e-12	5.157661034813221e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-109		primary_baseline	mg	ksdft_next_kmesh	ksdft	1.0	abacus_reciprocal_restart_little_endian	runs/S1-20260805-109/OUT.s1_mg_v100_ksdft_next_kmesh/s1_mg_v100_ksdft_next_kmesh-CHARGE-DENSITY.restart	24460440c042891c44ecca26ec2d081f150784f60da4a9d5ac9c30471789042a	4.0	4.000000000013211	3.30266408129179e-12	3.30266408129179e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-110		primary_baseline	mg	ksdft_next_kmesh	ksdft	1.03	abacus_reciprocal_restart_little_endian	runs/S1-20260805-110/OUT.s1_mg_v103_ksdft_next_kmesh/s1_mg_v103_ksdft_next_kmesh-CHARGE-DENSITY.restart	52d1371d1071d1369011d5773ddc9efd3a082ded8c41c6e040c644df34323f71	4.0	3.9999999999995732	1.0664169876161522e-13	1.0664169876161522e-13	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-111		primary_baseline	mg	ksdft_next_kmesh	ksdft	1.06	abacus_reciprocal_restart_little_endian	runs/S1-20260805-111/OUT.s1_mg_v106_ksdft_next_kmesh/s1_mg_v106_ksdft_next_kmesh-CHARGE-DENSITY.restart	ba326d62ff653aaf52392613b30bfcbb7c8d0d05a1c27fdfc5f2361017454858	4.0	4.000000000032394	8.098396506079046e-12	8.098396506079046e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-112		primary_baseline	mg	ksdft_next_kmesh	ksdft	1.1000000000000003	abacus_reciprocal_restart_little_endian	runs/S1-20260805-112/OUT.s1_mg_v110_ksdft_next_kmesh/s1_mg_v110_ksdft_next_kmesh-CHARGE-DENSITY.restart	682e7051d652f37275992b612f3fa133293526cdf87413405b92f86912c61477	4.0	3.9999999999819664	4.5084406620846666e-12	4.5084406620846666e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-113	S1-20260805-119	supplemental_runtime_replay	al	ofdft_next_cutoff	ofdft	1.0	abacus_cube_text_bohr_minus_3	runs/S1-20260805-119/OUT.g1_ne_119_from_113/chg.cube	301270f66b8b3e77420bc7bad402a741c28597c49bfc284758de38336c208ffd	3.0	2.9999999999999996	1.831648662088066e-16	1.850144705411562e-16	True	0.0	0.0	True	r1_reused_accepted_ofdft	True	4	12	True
S1-20260805-114		supplemental_runtime_replay	al	ksdft_next_cutoff	ksdft	1.0	abacus_reciprocal_restart_little_endian	runs/S1-20260805-114/OUT.s1_al_v100_ksdft_next_cutoff/s1_al_v100_ksdft_next_cutoff-CHARGE-DENSITY.restart	645ce26f2cca7f16dcfc9aa08858f03153f4d6161377bf021164c20647a80545	3.0	2.9999999999943556	1.8814343657778547e-12	1.8814343657778547e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-115		supplemental_runtime_replay	al	ksdft_next_kmesh	ksdft	1.0	abacus_reciprocal_restart_little_endian	runs/S1-20260805-115/OUT.s1_al_v100_ksdft_next_kmesh/s1_al_v100_ksdft_next_kmesh-CHARGE-DENSITY.restart	d0961169d5eea44f3b5bc54844de1ea8edb26961d3751b66aba92ed6df9d9993	3.0	3.0000000000042117	1.4039363008447474e-12	1.4039363008447474e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-116	S1-20260805-120	supplemental_runtime_replay	mg	ofdft_next_cutoff	ofdft	1.0	abacus_cube_text_bohr_minus_3	runs/S1-20260805-120/OUT.g1_ne_120_from_116/chg.cube	1240068bbf414a238da4c9a414751a2f0cdd865cd0220108f8f55ef849bd89bd	4.0	3.9999999999999987	3.188387649149464e-16	3.224824716488307e-16	True	0.0	0.0	True	r1_reused_accepted_ofdft	True	4	12	True
S1-20260805-117		supplemental_runtime_replay	mg	ksdft_next_cutoff	ksdft	1.0	abacus_reciprocal_restart_little_endian	runs/S1-20260805-117/OUT.s1_mg_v100_ksdft_next_cutoff/s1_mg_v100_ksdft_next_cutoff-CHARGE-DENSITY.restart	979c345174c637f4b26a00820858559d172161d086ddbbebdc023dd261f0c39c	4.0	4.000000000013845	3.461144468738482e-12	3.461144468738482e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
S1-20260805-118		supplemental_runtime_replay	mg	ksdft_next_kmesh	ksdft	1.0	abacus_reciprocal_restart_little_endian	runs/S1-20260805-118/OUT.s1_mg_v100_ksdft_next_kmesh/s1_mg_v100_ksdft_next_kmesh-CHARGE-DENSITY.restart	24460440c042891c44ecca26ec2d081f150784f60da4a9d5ac9c30471789042a	4.0	4.000000000013211	3.30266408129179e-12	3.30266408129179e-12	True			not_applicable_existing_density	r1_existing_ks_density	not_applicable_existing_density			True
