candidate_id	status	basis_count	effective_rank	effective_condition_number	electron_number_relative_error	density_relative_l2	density_min	hartree_error_mev_per_atom	external_error_mev_per_atom	xc_error_mev_per_atom	combined_error_mev_per_atom	fixed_kedf_error_mev_per_atom	failed_gates
r08_atomic_fft	rejected_stage_A	8	8	712500.4142236044	1.5173048003210474e-13	0.06642028402973592	0.0032852256457997497	-34.9370598422641	95.88761558545045	17.473541901875222	78.42409764506158	419.79257822714897	density_l2,hartree,external,xc,combined_hartree_external_xc,fixed_kedf
r10_atomic_fft	rejected_stage_A	10	10	173647039.36635867	4.132990246337916e-13	0.06611330307370929	-4.313602741881292e-05	-34.61781715435974	92.06197492835066	16.067232082434657	73.51138985642558	495.5757036639774	density_l2,nonnegative_density,condition_number,hartree,external,xc,combined_hartree_external_xc,fixed_kedf
